generics,product_name,dosage_form,strength,company,unit_price,strip_price,pack_size,pack_type
amoxicillin-clavulanic-acid,Aristomox CV,Tablet,875 mg+125 mg,Aristopharma Ltd.,,,,
amoxicillin-clavulanic-acid,Aristomox CV,Tablet,250 mg+125 mg,Aristopharma Ltd.,,,,
amoxicillin-clavulanic-acid,Aristomox CV,Tablet,500 mg+125 mg,Aristopharma Ltd.,,,,
amoxicillin-clavulanic-acid,Augment,Tablet,250 mg+125 mg,Eskayef Pharmaceuticals Ltd.,25.0,450.0,3 x 6 pcs,strip
amoxicillin-clavulanic-acid,Augment,Tablet,500 mg+125 mg,Eskayef Pharmaceuticals Ltd.,32.0,576.0,3 x 6 pcs,strip
amoxicillin-clavulanic-acid,Augment,Tablet,875 mg+125 mg,Eskayef Pharmaceuticals Ltd.,40.0,480.0,2 x 6 pcs,strip
amoxicillin-clavulanic-acid,Augment,Powder for Suspension,(125 mg+31.25 mg)/5 ml,Eskayef Pharmaceuticals Ltd.,220.0,,100 ml,bottle
amoxicillin-clavulanic-acid,Augment,IV Injection,(1 gm+200 mg)/20 ml,Eskayef Pharmaceuticals Ltd.,300.0,,2 gm,vial
amoxicillin-clavulanic-acid,Avloclav,Tablet,875 mg+125 mg,ACI Limited,50.0,600.0,2 x 6 pcs,strip
amoxicillin-clavulanic-acid,Avloclav,Tablet,250 mg+125 mg,ACI Limited,27.0,486.0,3 x 6 pcs,strip
amoxicillin-clavulanic-acid,Avloclav,Tablet,500 mg+125 mg,ACI Limited,35.0,840.0,4 x 6 pcs,strip
amoxicillin-clavulanic-acid,Avloclav,Powder for Suspension,(125 mg+31.25 mg)/5 ml,ACI Limited,245.0,,100 ml,bottle
amoxicillin-clavulanic-acid,Avloclav,IV Injection,(500 mg+100 mg)/10 ml,ACI Limited,150.0,,600 mg,vial
amoxicillin-clavulanic-acid,Avloclav,IV Injection,(1 gm+200 mg)/20 ml,ACI Limited,300.0,,2 gm,vial
amoxicillin-clavulanic-acid,Avloclav BID,Powder for Suspension,(400 mg+57.50 mg)/5 ml,ACI Limited,245.0,,50 ml,bottle
amoxicillin-clavulanic-acid,Bioclavid,Tablet,250 mg+125 mg,SANDOZ (A Novartis Division),27.0,648.0,4 x 6 pcs,strip
amoxicillin-clavulanic-acid,Bioclavid,Tablet,875 mg+125 mg,SANDOZ (A Novartis Division),50.0,900.0,3 x 6 pcs,strip
amoxicillin-clavulanic-acid,Bioclavid,Tablet,500 mg+125 mg,SANDOZ (A Novartis Division),35.0,1050.0,5 x 6 pcs,strip
amoxicillin-clavulanic-acid,Clacido,Powder for Suspension,(125 mg+31.25 mg)/5 ml,Healthcare Pharmaceuticals Ltd.,220.0,,100 ml,bottle
amoxicillin-clavulanic-acid,Clacido,Tablet,500 mg+125 mg,Healthcare Pharmaceuticals Ltd.,32.0,576.0,3 x 6 pcs,strip
amoxicillin-clavulanic-acid,Clacido,IV Injection,(500 mg+100 mg)/10 ml,Healthcare Pharmaceuticals Ltd.,150.0,,600 mg,vial
amoxicillin-clavulanic-acid,Clacido,IV Injection,(1 gm+200 mg)/20 ml,Healthcare Pharmaceuticals Ltd.,300.0,,2 gm,vial
amoxicillin-clavulanic-acid,Clacido,Tablet,875 mg+125 mg,Healthcare Pharmaceuticals Ltd.,45.0,540.0,2 x 6 pcs,strip
amoxicillin-clavulanic-acid,Clacido,Tablet,250 mg+125 mg,Healthcare Pharmaceuticals Ltd.,25.0,450.0,3 x 6 pcs,strip
amoxicillin-clavulanic-acid,Clacido BID,Powder for Suspension,(400 mg+57.50 mg)/5 ml,Healthcare Pharmaceuticals Ltd.,100.0,,35 ml,bottle
amoxicillin-clavulanic-acid,Clamox,IV Injection,(500 mg+100 mg)/10 ml,Opsonin Pharma Ltd.,140.53,,600 mg,vial
amoxicillin-clavulanic-acid,Clamox,Powder for Suspension,(125 mg+31.25 mg)/5 ml,Opsonin Pharma Ltd.,225.0,,100 ml,bottle
amoxicillin-clavulanic-acid,Clamox,Tablet,875 mg+125 mg,Opsonin Pharma Ltd.,40.0,480.0,2 x 6 pcs,strip
amoxicillin-clavulanic-acid,Clamox,Tablet,250 mg+125 mg,Opsonin Pharma Ltd.,22.0,396.0,3 x 6 pcs,strip
amoxicillin-clavulanic-acid,Clamox,Tablet,500 mg+125 mg,Opsonin Pharma Ltd.,33.0,396.0,2 x 6 pcs,strip
amoxicillin-clavulanic-acid,Clamox,IV Injection,(1 gm+200 mg)/20 ml,Opsonin Pharma Ltd.,300.0,,2 gm,vial
amoxicillin-clavulanic-acid,Clamox DS,Powder for Suspension,(400 mg+57.50 mg)/5 ml,Opsonin Pharma Ltd.,90.34,,35 ml,bottle
amoxicillin-clavulanic-acid,Clavoxil,Tablet,250 mg+125 mg,Renata PLC,20.0,360.0,3 x 6 pcs,strip
amoxicillin-clavulanic-acid,Clavoxil,Tablet,500 mg+125 mg,Renata PLC,25.0,450.0,3 x 6 pcs,strip
amoxicillin-clavulanic-acid,Co-Clav,Powder for Suspension,(125 mg+31.25 mg)/5 ml,Ad-din Pharmaceuticals Ltd.,220.0,,100 ml,bottle
amoxicillin-clavulanic-acid,Co-Clav,Tablet,500 mg+125 mg,Ad-din Pharmaceuticals Ltd.,32.0,640.0,5 x 4 pcs,strip
amoxicillin-clavulanic-acid,Demoxiclave,Tablet,500 mg+125 mg,Drug International Ltd.,32.0,672.0,3 x 7 pcs,strip
amoxicillin-clavulanic-acid,Demoxiclave,Powder for Suspension,(125 mg+31.25 mg)/5 ml,Drug International Ltd.,200.0,,100 ml,bottle
amoxicillin-clavulanic-acid,Demoxiclave,Tablet,250 mg+125 mg,Drug International Ltd.,25.0,525.0,3 x 7 pcs,strip
amoxicillin-clavulanic-acid,Demoxiclave,Tablet,875 mg+125 mg,Drug International Ltd.,45.0,315.0,1 x 7 pcs,strip
amoxicillin-clavulanic-acid,Demoxiclave Forte,Powder for Suspension,(400 mg+57.50 mg)/5 ml,Drug International Ltd.,100.0,,35 ml,bottle
amoxicillin-clavulanic-acid,Emox-C,Tablet,250 mg+125 mg,Edruc Limited,20.0,360.0,18's,pack
amoxicillin-clavulanic-acid,Emox-C,Tablet,500 mg+125 mg,Edruc Limited,25.0,450.0,18's,pack
amoxicillin-clavulanic-acid,Evoxil CV,Powder for Suspension,(125 mg+31.25 mg)/5 ml,Pharmasia Limited,220.0,,100 ml,bottle
amoxicillin-clavulanic-acid,Evoxil CV,Tablet,500 mg+125 mg,Pharmasia Limited,32.0,640.0,4 x 5 pcs,strip
amoxicillin-clavulanic-acid,Fimoxyclav,Tablet,875 mg+125 mg,Synovia Pharma PLC.,45.13,1083.12,4 x 6 pcs,strip
amoxicillin-clavulanic-acid,Fimoxyclav,Powder for Suspension,(125 mg+31.25 mg)/5 ml,Synovia Pharma PLC.,245.74,,100 ml,bottle
amoxicillin-clavulanic-acid,Fimoxyclav,Tablet,250 mg+125 mg,Synovia Pharma PLC.,25.08,752.4,5 x 6 pcs,strip
amoxicillin-clavulanic-acid,Fimoxyclav,IV Injection,(500 mg+100 mg)/10 ml,Synovia Pharma PLC.,150.45,,600 mg,vial
amoxicillin-clavulanic-acid,Fimoxyclav,Tablet,500 mg+125 mg,Synovia Pharma PLC.,32.1,963.0,5 x 6 pcs,strip
amoxicillin-clavulanic-acid,Fimoxyclav,IV Injection,(1 gm+200 mg)/20 ml,Synovia Pharma PLC.,300.9,,2 gm,vial
amoxicillin-clavulanic-acid,Fimoxyclav BID,Powder for Suspension,(400 mg+57.50 mg)/5 ml,Synovia Pharma PLC.,245.74,,50 ml,bottle
amoxicillin-clavulanic-acid,Fimoxyclav ES,Powder for Suspension,(600 mg+42.9 mg)/5 ml,Synovia Pharma PLC.,330.0,,75 ml,bottle
amoxicillin-clavulanic-acid,Fortimox,Tablet,500 mg+125 mg,Kumudini Pharma Ltd.,32.0,640.0,5 x 4 pcs,strip
amoxicillin-clavulanic-acid,Mimoxclav,Tablet,500 mg+125 mg,Albion Laboratories Limited,30.0,720.0,6 x 4 pcs,strip
amoxicillin-clavulanic-acid,Moxaclav,Tablet,875 mg+125 mg,Square Pharmaceuticals PLC,45.0,540.0,2 x 6 pcs,strip
amoxicillin-clavulanic-acid,Moxaclav,IV Injection,(1 gm+200 mg)/20 ml,Square Pharmaceuticals PLC,300.0,,2 gm,vial
amoxicillin-clavulanic-acid,Moxaclav,Powder for Suspension,(125 mg+31.25 mg)/5 ml,Square Pharmaceuticals PLC,220.0,,100 ml,bottle
amoxicillin-clavulanic-acid,Moxaclav,Tablet,500 mg+125 mg,Square Pharmaceuticals PLC,32.0,960.0,5 x 6 pcs,strip
amoxicillin-clavulanic-acid,Moxaclav,Tablet,250 mg+125 mg,Square Pharmaceuticals PLC,25.0,600.0,4 x 6 pcs,strip
amoxicillin-clavulanic-acid,Moxaclav Forte,Powder for Suspension,(400 mg+57.50 mg)/5 ml,Square Pharmaceuticals PLC,230.0,,50 ml,bottle
amoxicillin-clavulanic-acid,Moxilin-CV,Tablet,875 mg+125 mg,ACME Laboratories Ltd.,45.0,630.0,2 x 7 pcs,strip
amoxicillin-clavulanic-acid,Moxilin-CV,Tablet,500 mg+125 mg,ACME Laboratories Ltd.,32.0,672.0,3 x 7 pcs,strip
amoxicillin-clavulanic-acid,Moxilin-CV,Tablet,250 mg+125 mg,ACME Laboratories Ltd.,25.0,525.0,3 x 7 pcs,strip
amoxicillin-clavulanic-acid,Onclav,Powder for Suspension,(125 mg+31.25 mg)/5 ml,One Pharma Ltd.,170.0,,100 ml,bottle
amoxicillin-clavulanic-acid,Onclav,Tablet,500 mg+125 mg,One Pharma Ltd.,25.0,500.0,5 x 4 pcs,strip
amoxicillin-clavulanic-acid,Tyclav,IV Injection,(1 gm+200 mg)/20 ml,Beximco Pharmaceuticals Ltd.,300.0,,2 gm,vial
amoxicillin-clavulanic-acid,Tyclav,Tablet,875 mg+125 mg,Beximco Pharmaceuticals Ltd.,45.0,540.0,2 x 6 pcs,strip
amoxicillin-clavulanic-acid,Tyclav,Tablet,250 mg+125 mg,Beximco Pharmaceuticals Ltd.,25.0,450.0,3 x 6 pcs,strip
amoxicillin-clavulanic-acid,Tyclav,Powder for Suspension,(125 mg+31.25 mg)/5 ml,Beximco Pharmaceuticals Ltd.,220.0,,100 ml,bottle
amoxicillin-clavulanic-acid,Tyclav,Tablet,500 mg+125 mg,Beximco Pharmaceuticals Ltd.,32.0,576.0,3 x 6 pcs,strip
amoxicillin-clavulanic-acid,Tyclav,IV Injection,(500 mg+100 mg)/10 ml,Beximco Pharmaceuticals Ltd.,150.0,,600 mg,vial
amoxicillin-clavulanic-acid,Tyclav BID,Powder for Suspension,(400 mg+57.50 mg)/5 ml,Beximco Pharmaceuticals Ltd.,230.0,,50 ml,bottle
amoxicillin-clavulanic-acid,Ultraclav,Tablet,500 mg+125 mg,Globe Pharmaceuticals Ltd.,28.75,517.5,3 x 6 pcs,strip
amoxicillin-clavulanic-acid,Zylopen,Tablet,875 mg+125 mg,Radiant Pharmaceuticals Ltd.,50.0,600.0,2 x 6 pcs,strip
amoxicillin-clavulanic-acid,Zylopen,Tablet,250 mg+125 mg,Radiant Pharmaceuticals Ltd.,27.0,648.0,4 x 6 pcs,strip
amoxicillin-clavulanic-acid,Zylopen,Tablet,500 mg+125 mg,Radiant Pharmaceuticals Ltd.,35.0,630.0,3 x 6 pcs,strip
aztreonam,Azactum,IM/IV Injection,1 gm/5 ml,Drug International Ltd.,400.0,,1 gm,vial
aztreonam,Azonam,IM/IV Injection,1 gm/5 ml,Incepta Pharmaceuticals Ltd.,400.0,,1 gm,vial
cefpodoxime-proxetil-clavulanic-acid,Clavuran,Tablet,100 mg+62.5 mg,Drug International Ltd.,25.0,350.0,2 x 7 pcs,strip
cefpodoxime-proxetil-clavulanic-acid,Clavuran,Tablet,200 mg+125 mg,Drug International Ltd.,40.0,560.0,2 x 7 pcs,strip
cefpodoxime-proxetil-clavulanic-acid,Combocef,Tablet,200 mg+125 mg,ACI Limited,50.15,601.8,3 x 4 pcs,strip
cefpodoxime-proxetil-clavulanic-acid,Combocef,Tablet,100 mg+62.5 mg,ACI Limited,30.09,361.08,3 x 4 pcs,strip
cefpodoxime-proxetil-clavulanic-acid,Duo-5,Tablet,200 mg+125 mg,Incepta Pharmaceuticals Ltd.,50.0,600.0,3 x 4 pcs,strip
cefpodoxime-proxetil-clavulanic-acid,Duo-5 LS,Tablet,100 mg+62.5 mg,Incepta Pharmaceuticals Ltd.,30.0,360.0,2 x 6 pcs,strip
cefpodoxime-proxetil-clavulanic-acid,Trioclav,Tablet,200 mg+125 mg,Eskayef Pharmaceuticals Ltd.,40.0,280.0,1 x 7 pcs,strip
cefpodoxime-proxetil-clavulanic-acid,Xtabac,Tablet,200 mg+125 mg,Opsonin Pharma Ltd.,35.0,420.0,3 x 4 pcs,strip
cefpodoxime-proxetil-clavulanic-acid,Xtabac,Tablet,100 mg+62.5 mg,Opsonin Pharma Ltd.,20.0,240.0,3 x 4 pcs,strip
linezolid,Anulid,Powder for Suspension,100 mg/5 ml,Healthcare Pharmaceuticals Ltd.,280.0,,100 ml,bottle
linezolid,Anulid,Tablet,400 mg,Healthcare Pharmaceuticals Ltd.,60.0,1200.0,2 x 10 pcs,strip
linezolid,Anulid,Tablet,600 mg,Healthcare Pharmaceuticals Ltd.,85.0,1020.0,2 x 6 pcs,strip
linezolid,Arlin,Powder for Suspension,100 mg/5 ml,Beximco Pharmaceuticals Ltd.,280.0,,100 ml,bottle
linezolid,Arlin,Tablet,400 mg,Beximco Pharmaceuticals Ltd.,60.0,1200.0,2 x 10 pcs,strip
linezolid,Arlin,Tablet,600 mg,Beximco Pharmaceuticals Ltd.,85.0,1700.0,2 x 10 pcs,strip
linezolid,Arlin,IV Infusion,2 mg/ml,Beximco Pharmaceuticals Ltd.,450.0,,300 ml,
linezolid,Ezolid,IV Infusion,2 mg/ml,ACI Limited,450.0,,300 ml,
linezolid,Ezolid,Tablet,600 mg,ACI Limited,85.0,850.0,1 x 10 pcs,strip
linezolid,Ezolid,Tablet,400 mg,ACI Limited,60.0,600.0,1 x 10 pcs,strip
linezolid,Linbid,Tablet,400 mg,Biopharma Limited,55.0,1100.0,2 x 10 pcs,strip
linezolid,Linbid,Tablet,600 mg,Biopharma Limited,70.0,700.0,1 x 10 pcs,strip
linezolid,Linbid,Powder for Suspension,100 mg/5 ml,Biopharma Limited,265.0,,100 ml,bottle
linezolid,Linexil,Powder for Suspension,100 mg/5 ml,Opsonin Pharma Ltd.,280.85,,100 ml,bottle
linezolid,Linexil,IV Infusion,2 mg/ml,Opsonin Pharma Ltd.,451.36,,300 ml,
linezolid,Linexil,Tablet,600 mg,Opsonin Pharma Ltd.,85.0,850.0,1 x 10 pcs,strip
linezolid,Linexil,Tablet,400 mg,Opsonin Pharma Ltd.,60.0,1200.0,2 x 10 pcs,strip
linezolid,Linez,Tablet,600 mg,Renata PLC,85.0,1020.0,2 x 6 pcs,strip
linezolid,Linez,Tablet,400 mg,Renata PLC,60.0,720.0,2 x 6 pcs,strip
linezolid,Linlid,Tablet,400 mg,Team Pharmaceuticals Ltd.,60.0,1200.0,2 x 10 pcs,strip
linezolid,Linlid,Tablet,600 mg,Team Pharmaceuticals Ltd.,85.0,850.0,1 x 10 pcs,strip
linezolid,Linlid,Powder for Suspension,100 mg/5 ml,Team Pharmaceuticals Ltd.,280.0,,100 ml,bottle
linezolid,Linvox,IV Infusion,2 mg/ml,Orion Infusion Ltd.,425.0,,300 ml,
linezolid,Linzolid,Powder for Suspension,100 mg/5 ml,Incepta Pharmaceuticals Ltd.,280.0,,100 ml,bottle
linezolid,Linzolid,Tablet,600 mg,Incepta Pharmaceuticals Ltd.,85.0,850.0,1 x 10 pcs,strip
linezolid,Linzolid,IV Infusion,2 mg/ml,Incepta Pharmaceuticals Ltd.,450.0,,300 ml,
linezolid,Linzolid,IV Infusion,2 mg/ml,Incepta Pharmaceuticals Ltd.,250.0,,100 ml,
linezolid,Linzolid,Tablet,400 mg,Incepta Pharmaceuticals Ltd.,60.0,600.0,1 x 10 pcs,strip
linezolid,Lizid,Tablet,400 mg,Radiant Pharmaceuticals Ltd.,60.0,1200.0,2 x 10 pcs,strip
linezolid,Lizid,Tablet,600 mg,Radiant Pharmaceuticals Ltd.,85.0,1700.0,2 x 10 pcs,strip
linezolid,Lizobest,Powder for Suspension,100 mg/5 ml,One Pharma Ltd.,250.0,,100 ml,bottle
linezolid,Lizobest,Tablet,600 mg,One Pharma Ltd.,70.0,700.0,1 x 10 pcs,strip
linezolid,Lizobest,Tablet,400 mg,One Pharma Ltd.,50.0,500.0,1 x 10 pcs,strip
linezolid,Lizolix,Tablet,400 mg,Eskayef Pharmaceuticals Ltd.,60.0,600.0,1 x 10 pcs,strip
linezolid,Lizolix,Tablet,600 mg,Eskayef Pharmaceuticals Ltd.,85.0,850.0,1 x 10 pcs,strip
linezolid,Lizolix,Powder for Suspension,100 mg/5 ml,Eskayef Pharmaceuticals Ltd.,280.0,,100 ml,bottle
linezolid,Lizorex,Tablet,400 mg,Beacon Pharmaceuticals PLC,60.0,600.0,1 x 10 pcs,strip
linezolid,Lizorex,Tablet,600 mg,Beacon Pharmaceuticals PLC,85.0,850.0,1 x 10 pcs,strip
linezolid,Lizorex,Powder for Suspension,100 mg/5 ml,Beacon Pharmaceuticals PLC,280.0,,100 ml,bottle
linezolid,Lizorex,IV Infusion,2 mg/ml,Beacon Pharmaceuticals PLC,450.0,,350 ml,bottle
linezolid,Lizox,IV Infusion,2 mg/ml,Aristopharma Ltd.,440.0,,600 ml,
linezolid,Lizox,Tablet,600 mg,Aristopharma Ltd.,85.0,850.0,1 x 10 pcs,strip
linezolid,Lizox,Tablet,400 mg,Aristopharma Ltd.,60.0,600.0,1 x 10 pcs,strip
linezolid,Oxalid,Tablet,600 mg,General Pharmaceuticals Ltd.,70.0,700.0,1 x 10 pcs,strip
linezolid,Oxalid,Tablet,400 mg,General Pharmaceuticals Ltd.,50.0,500.0,1 x 10 pcs,strip
linezolid,Zolidon,Tablet,400 mg,ACME Laboratories Ltd.,55.0,550.0,1 x 10 pcs,strip
linezolid,Zolidon,Tablet,600 mg,ACME Laboratories Ltd.,80.0,800.0,1 x 10 pcs,strip
linezolid,Zolidon,IV Infusion,2 mg/ml,ACME Laboratories Ltd.,445.0,,300 ml,
linezolid,Zoline,Tablet,400 mg,Ibn Sina Pharmaceuticals Ltd.,55.0,550.0,1 x 10 pcs,strip
linezolid,Zoline,IV Infusion,2 mg/ml,Ibn Sina Pharmaceuticals Ltd.,440.0,,300 ml,
linezolid,Zoline,Tablet,600 mg,Ibn Sina Pharmaceuticals Ltd.,80.0,800.0,1 x 10 pcs,strip
linezolid,Zolivox,Tablet,400 mg,Square Pharmaceuticals PLC,60.0,600.0,1 x 10 pcs,strip
linezolid,Zolivox,Tablet,600 mg,Square Pharmaceuticals PLC,85.0,850.0,1 x 10 pcs,strip
linezolid,Zolivox,Powder for Suspension,100 mg/5 ml,Square Pharmaceuticals PLC,280.0,,100 ml,bottle
linezolid,Zyrolin,Tablet,400 mg,Popular Pharmaceuticals Ltd.,60.0,600.0,1 x 10 pcs,strip
linezolid,Zyrolin,Tablet,600 mg,Popular Pharmaceuticals Ltd.,85.0,850.0,1 x 10 pcs,strip
linezolid,Zyrolin,IV Infusion,2 mg/ml,Popular Pharmaceuticals Ltd.,450.0,,300 ml,
linezolid,Zyrolin,Powder for Suspension,100 mg/5 ml,Popular Pharmaceuticals Ltd.,280.0,,100 ml,bottle
chlorhexidine-gluconate-4,Handscrub,Hand Rub,4%,Greenland Pharmaceuticals Ltd.,287.5,,250 ml,bottle
chlorhexidine-gluconate-4,Hexiscrub,Hand Rub,4%,ACI Limited,300.0,,250 ml,bottle
chlorhexidine-gluconate-4,Saniscrub,Hand Rub,4%,Incepta Pharmaceuticals Ltd.,300.0,,250 ml,bottle
fusidic-acid,Fucithalmic,Viscous Eye Drop,1%,Leo Pharmaceuticals Ltd.,250.0,,5 gm,tube
fusidic-acid,Fusithal,Viscous Eye Drop,1%,Aristopharma Ltd.,250.0,,5 gm,tube
probiotic-combination-20-billion,Biosolve,Capsule,20 billion,Bexter Pharmaceuticals,35.0,1050.0,3 x 10 pcs,strip
probiotic-combination-20-billion,Ezygut,Capsule,20 billion,ACME Laboratories Ltd.,40.0,720.0,3 x 6 pcs,strip
probiotic-combination-20-billion,Probio R,Capsule,20 billion,Square Pharmaceuticals PLC,25.0,750.0,5 x 6 pcs,strip
probiotic-combination-20-billion,Welgut,Capsule,20 billion,Incepta Pharmaceuticals Ltd.,40.0,800.0,5 x 4 pcs,strip
ethambutol,Sural,Tablet,400 mg,Ambee Pharmaceuticals Ltd.,1.66,166.0,10 x 10 pcs,strip
amoxicillin-trihydrate,Admox,Powder for Suspension,125 mg/5 ml,Team Pharmaceuticals Ltd.,70.0,,100 ml,bottle
amoxicillin-trihydrate,Admox DS,Capsule,500 mg,Team Pharmaceuticals Ltd.,7.5,450.0,6 x 10 pcs,strip
amoxicillin-trihydrate,Almoxil,Capsule,500 mg,Aexim Pharmaceuticals Ltd.,6.6,330.0,5 x 10 pcs,strip
amoxicillin-trihydrate,Almoxil,Powder for Suspension,125 mg/5 ml,Aexim Pharmaceuticals Ltd.,45.0,,100 ml,bottle
amoxicillin-trihydrate,Almoxil,Capsule,250 mg,Aexim Pharmaceuticals Ltd.,3.3,330.0,10 x 10 pcs,strip
amoxicillin-trihydrate,Ambeexin,Powder for Suspension,125 mg/5 ml,Ambee Pharmaceuticals Ltd.,46.55,,100 ml,bottle
amoxicillin-trihydrate,Ambeexin,Capsule,250 mg,Ambee Pharmaceuticals Ltd.,3.55,355.0,10 x 10 pcs,strip
amoxicillin-trihydrate,Ambeexin,Pediatric Drops,125 mg/1.25 ml,Ambee Pharmaceuticals Ltd.,28.42,,15 ml,bottle
amoxicillin-trihydrate,Amocap,Capsule,250 mg,Sonear Laboratories Ltd.,3.59,359.0,100's,pack
amoxicillin-trihydrate,Amocap,Capsule,500 mg,Sonear Laboratories Ltd.,6.15,246.0,40's,pack
amoxicillin-trihydrate,Amocil,Capsule,500 mg,MST Pharma,6.0,300.0,50's,pack
amoxicillin-trihydrate,Amocil,Powder for Suspension,125 mg/5 ml,MST Pharma,50.0,,100 ml,bottle
amoxicillin-trihydrate,Amocil,Capsule,250 mg,MST Pharma,3.0,300.0,100's,pack
amoxicillin-trihydrate,Amocin,Capsule,250 mg,Pacific Pharmaceuticals Ltd.,3.3,330.0,10 x 10 pcs,strip
amoxicillin-trihydrate,Amocin,Capsule,500 mg,Pacific Pharmaceuticals Ltd.,6.7,335.0,5 x 10 pcs,strip
amoxicillin-trihydrate,Amocin,Powder for Suspension,125 mg/5 ml,Pacific Pharmaceuticals Ltd.,47.5,,100 ml,bottle
amoxicillin-trihydrate,Amotid,Capsule,250 mg,Biopharma Limited,4.0,400.0,10 x 10 pcs,strip
amoxicillin-trihydrate,Amotid,Capsule,500 mg,Biopharma Limited,7.5,750.0,10 x 10 pcs,strip
amoxicillin-trihydrate,Amotid,Powder for Suspension,125 mg/5 ml,Biopharma Limited,70.0,,100 ml,bottle
amoxicillin-trihydrate,Amotid,Pediatric Drops,125 mg/1.25 ml,Biopharma Limited,35.0,,15 ml,bottle
amoxicillin-trihydrate,Amotid-F,Powder for Suspension,250 mg/5 ml,Biopharma Limited,100.0,,100 ml,bottle
amoxicillin-trihydrate,Amoxic,Capsule,500 mg,Cosmo Pharma Laboratories Ltd.,6.5,650.0,10 x 10 pcs,strip
amoxicillin-trihydrate,Amoxic,Powder for Suspension,125 mg/5 ml,Cosmo Pharma Laboratories Ltd.,46.0,,100 ml,bottle
amoxicillin-trihydrate,Amoxicon,Capsule,500 mg,Medicon Pharmaceuticals Ltd.,7.5,375.0,5 x 10 pcs,strip
amoxicillin-trihydrate,Amoxicon,Powder for Suspension,125 mg/5 ml,Medicon Pharmaceuticals Ltd.,70.0,,100 ml,bottle
amoxicillin-trihydrate,Amoxikil,Capsule,500 mg,Veritas Pharmaceuticals Ltd.,7.5,375.0,5 x 10 pcs,strip
amoxicillin-trihydrate,Amoxima,Capsule,500 mg,Modern Pharmaceuticals Ltd.,6.65,332.5,50's,pack
amoxicillin-trihydrate,Amoxima,Powder for Suspension,125 mg/5 ml,Modern Pharmaceuticals Ltd.,47.29,,100 ml,bottle
amoxicillin-trihydrate,Amoxizen,Capsule,250 mg,Zenith Pharmaceuticals Ltd.,4.0,400.0,10 x 10 pcs,strip
amoxicillin-trihydrate,Amoxizen,Powder for Suspension,125 mg/5 ml,Zenith Pharmaceuticals Ltd.,70.0,,100 ml,bottle
amoxicillin-trihydrate,Amoxizen DS,Capsule,500 mg,Zenith Pharmaceuticals Ltd.,7.5,375.0,5 x 10 pcs,strip
amoxicillin-trihydrate,Amoxon,Capsule,250 mg,Jayson Pharmaceutical Ltd.,3.62,362.0,10 x 10 pcs,strip
amoxicillin-trihydrate,Amoxon,Capsule,500 mg,Jayson Pharmaceutical Ltd.,6.78,339.0,10 x 5 pcs,strip
amoxicillin-trihydrate,Amoxon,Powder for Suspension,125 mg/5 ml,Jayson Pharmaceutical Ltd.,47.6,,100 ml,bottle
amoxicillin-trihydrate,Amoxon,IM/IV Injection,500 mg/vial,Jayson Pharmaceutical Ltd.,24.67,123.35,1 x 5 pcs,vial
amoxicillin-trihydrate,Amoxycillin,Capsule,500 mg,Albion Laboratories Limited,7.5,375.0,5 x 10 pcs,strip
amoxicillin-trihydrate,AMX,Capsule,250 mg,NIPRO JMI Pharma Ltd.,4.0,400.0,10 x 10 pcs,strip
amoxicillin-trihydrate,AMX,Capsule,500 mg,NIPRO JMI Pharma Ltd.,7.5,375.0,5 x 10 pcs,strip
amoxicillin-trihydrate,AMX,Powder for Suspension,125 mg/5 ml,NIPRO JMI Pharma Ltd.,70.0,,100 ml,bottle
amoxicillin-trihydrate,Antif,Capsule,250 mg,Rangs Pharmaceuticals Ltd.,3.62,362.0,10 x 10 pcs,strip
amoxicillin-trihydrate,Antif,Capsule,500 mg,Rangs Pharmaceuticals Ltd.,6.78,339.0,5 x 10 pcs,strip
amoxicillin-trihydrate,Antif,Powder for Suspension,125 mg/5 ml,Rangs Pharmaceuticals Ltd.,47.6,,100 ml,bottle
amoxicillin-trihydrate,Antif,Pediatric Drops,125 mg/1.25 ml,Rangs Pharmaceuticals Ltd.,30.1,,15 ml,bottle
amoxicillin-trihydrate,Antif DS,Powder for Suspension,250 mg/5 ml,Rangs Pharmaceuticals Ltd.,65.2,,100 ml,bottle
amoxicillin-trihydrate,Apimox,Capsule,250 mg,Apollo Pharmaceutical Ltd.,3.45,345.0,100's,pack
amoxicillin-trihydrate,Apimox,Capsule,500 mg,Apollo Pharmaceutical Ltd.,6.8,340.0,50's,pack
amoxicillin-trihydrate,Apimox,Powder for Suspension,125 mg/5 ml,Apollo Pharmaceutical Ltd.,38.44,,100 ml,bottle
amoxicillin-trihydrate,Apimox,Pediatric Drops,125 mg/1.25 ml,Apollo Pharmaceutical Ltd.,28.0,,15 ml,bottle
amoxicillin-trihydrate,Apoxy,Capsule,500 mg,Apex Pharmaceuticals Ltd.,7.5,375.0,5 x 10 pcs,strip
amoxicillin-trihydrate,Apoxy,Powder for Suspension,125 mg/5 ml,Apex Pharmaceuticals Ltd.,70.0,,100 ml,bottle
amoxicillin-trihydrate,Aristomox,Capsule,250 mg,Aristopharma Ltd.,4.0,480.0,8 x 15 pcs,strip
amoxicillin-trihydrate,Aristomox,Capsule,500 mg,Aristopharma Ltd.,7.5,900.0,8 x 15 pcs,strip
amoxicillin-trihydrate,Aristomox,Powder for Suspension,125 mg/5 ml,Aristopharma Ltd.,70.0,,100 ml,bottle
